TargetName,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12
ZNF410,122.96,129.76,131.11,99.97,144.06,124.48,132.37,146.92,144.61,159.51,118.1,131.63
CKLF,175.26,181.98,176.9,182.43,195.79,182.51,195.72,191.89,223.49,198.25,209.81,215.13
LRP5L,94.95,99.69,100.06,109.73,112.63,140.31,118.19,140.92,113.94,127.61,106.99,130.21
MARK2,182.11,161.41,180.35,197.58,193.17,185.67,208.96,217.38,205.96,180.02,195.91,179.75
GXYLT1,191.14,210.46,208.58,202.96,226.56,233.15,208.96,218.88,245.4,232.43,212.59,232.12
DNA2,103.66,101.28,91.27,100.64,89.05,105.5,104.95,139.42,113.94,127.61,84.76,103.32
AQR,143.82,118.68,132.68,139.68,136.2,171.96,133.32,145.42,140.23,170.9,129.22,144.37
CENPL,113.31,98.11,112.6,88.86,94.95,94.95,100.23,104.94,83.26,127.61,80.59,72.18
BPNT1,127.01,110.77,132.99,94.24,115.25,128.7,123.86,142.42,109.55,132.17,150.06,135.87
TEX30,166.23,147.17,159.65,162.24,182.03,163.52,180.59,200.89,179.67,184.58,150.06,174.09
OGDH,135.1,131.34,131.74,143.39,146.02,124.48,150.34,110.94,118.32,152.67,119.49,104.74
MED21,197.05,188.31,203.56,183.1,199.06,204.66,203.29,170.9,214.72,164.07,200.08,175.5
AGPAT3,148.8,161.41,143.97,122.86,132.27,132.92,121.03,142.42,140.23,159.51,118.1,114.64
DHX16,113.31,98.11,112.92,110.74,136.2,125.54,126.7,133.42,153.37,141.28,111.16,118.89
SYVN1,191.45,224.71,199.48,201.62,203.64,201.5,208.96,173.9,210.34,223.31,227.87,220.79
ZBED1,118.6,125.01,108.52,112.08,117.21,119.21,128.59,137.92,148.99,141.28,97.26,103.32
CLEC16A,107.4,129.76,114.48,113.77,123.1,126.59,125.75,115.43,118.32,166.35,134.78,138.7
TDP2,188.96,167.74,196.66,206.33,168.94,184.62,193.83,190.39,197.2,216.48,180.63,165.6
TSEN2,131.99,134.51,150.24,129.92,153.88,167.74,172.09,149.92,135.85,154.95,175.07,158.52
EDEM1,166.54,170.9,163.41,169.98,150.6,162.46,148.45,191.89,162.14,191.41,194.52,182.58
MFN1,112.38,120.27,116.37,107.37,98.22,123.43,118.19,92.95,153.37,132.17,111.16,120.3
ZNF655,148.18,185.15,156.51,181.76,185.31,163.52,173.03,158.91,166.52,184.58,201.47,159.93
CSTF2T,125.45,106.02,149.61,149.11,145.37,129.76,140.88,167.9,153.37,148.12,144.5,137.29
DENND6A,240.01,204.13,229.91,228.88,185.96,205.72,199.51,224.87,210.34,218.76,222.31,200.98
EHBP1,113.62,117.1,108.21,111.07,92.98,98.11,113.46,95.95,109.55,154.95,111.16,110.4
GBF1,111.13,113.94,118.56,121.17,115.25,143.47,132.37,146.92,105.17,154.95,116.71,121.72
RWDD3,71.29,69.63,67.12,74.39,87.74,84.4,89.82,91.45,92.02,125.33,75.03,79.26
FAM104B,152.85,134.51,154.95,161.56,133.58,162.46,173.98,143.92,166.52,168.62,154.23,123.14
NCOA1,138.53,126.59,136.75,140.69,128.34,133.98,159.79,137.92,157.76,154.95,177.85,161.35
PHF20,208.26,156.66,196.35,196.57,194.48,184.62,185.32,188.89,188.43,186.85,180.63,222.21
MAGOH,225.38,237.37,260.96,227.2,251.44,260.57,250.56,272.85,249.78,223.31,233.43,244.85
CUX2,110.82,121.85,121.07,133.63,154.53,122.38,151.28,136.42,127.08,157.23,112.55,125.97
IDH1,84.05,88.62,90.02,86.5,76.61,73.85,64.3,70.46,70.11,107.1,54.19,52.37
ZNF586,80,98.11,82.18,85.83,77.27,87.56,95.5,91.45,118.32,123.05,83.37,70.77
MRPS22,150.36,144,157.14,139.35,153.22,152.97,172.09,151.41,148.99,195.97,162.57,138.7
BGLAP,127.01,132.92,143.03,109.73,147.99,158.24,159.79,151.41,148.99,150.39,152.84,167.01
TCP11L2,89.97,83.87,88.45,79.1,83.16,87.56,85.1,83.95,100.79,134.44,100.04,111.81
CHN1,91.21,90.2,83.12,96.6,66.13,68.57,103.06,80.95,70.11,118.49,94.48,72.18
TRIM8,81.87,56.97,90.33,78.76,96.26,93.89,93.61,101.94,105.17,116.21,102.82,108.98
CEBPZ,261.18,248.44,255.94,277.01,279.6,283.78,274.2,295.33,271.69,303.07,284.84,285.9
RHOT1,103.66,110.77,120.76,118.48,91.67,100.22,111.57,101.94,105.17,143.56,83.37,93.41
PTPN1,162.81,180.4,185.37,205.99,188.58,166.68,165.47,167.9,175.29,205.08,183.41,203.81
AKT1,167.17,155.08,137.38,144.73,153.22,163.52,147.5,185.89,148.99,166.35,173.68,186.83
C11orf1,102.42,91.78,110.41,110.06,94.29,104.44,98.33,107.94,65.73,132.17,90.31,92
SIL1,121.41,123.43,124.83,119.15,105.42,100.22,125.75,125.93,78.88,141.28,112.55,111.81
NDE1,169.97,144,169.37,163.25,151.91,119.21,156.01,131.93,144.61,157.23,157.01,171.26
TENT4A,153.47,147.17,153.06,150.46,151.26,167.74,165.47,199.39,166.52,168.62,155.62,135.87
AP1G1,75.96,106.02,80.61,83.14,120.48,106.55,111.57,103.44,105.17,125.33,112.55,116.06
TSC22D1,123.9,123.43,119.5,118.48,122.45,144.53,131.43,137.92,148.99,148.12,98.65,106.15
FAM219B,179.62,181.98,185.06,167.28,146.68,174.07,183.43,178.4,162.14,195.97,155.62,145.78
SGCB,150.67,140.84,132.05,162.24,119.83,157.19,149.39,151.41,140.23,161.79,151.45,111.81
BROX,193.94,177.23,201.05,167.96,198.4,176.18,177.76,196.39,179.67,221.03,165.35,188.24
IDE,183.98,194.64,167.81,179.4,159.12,188.84,178.7,181.4,144.61,175.46,151.45,154.27
BRF1,233.79,235.78,236.81,218.78,218.7,205.72,208.01,215.88,197.2,241.54,250.1,223.62
UXS1,259,281.67,273.51,294.85,276.98,280.62,297.84,263.85,302.37,268.89,301.51,259.01
LMBRD1,126.39,150.33,132.36,122.86,124.41,125.54,112.52,109.44,113.94,164.07,137.56,118.89
RNF8,114.25,121.85,117.62,109.39,138.16,163.52,125.75,137.92,135.85,134.44,111.16,110.4
MTMR12,177.13,167.74,182.55,187.48,168.94,202.55,174.92,166.41,148.99,207.36,169.51,174.09
ORMDL2,172.77,158.24,176.27,198.59,167.63,188.84,192.89,173.9,205.96,202.81,183.41,161.35
RC3H1,188.34,188.31,181.92,174.69,150.6,161.41,154.12,184.4,153.37,164.07,157.01,142.95
ZNF326,148.8,155.08,137.69,147.09,110.01,114.99,122.92,122.93,135.85,139,108.38,116.06
UBXN2B,97.13,90.2,111.66,107.04,110.01,106.55,107.79,109.44,118.32,150.39,126.44,131.63
LMF1,108.95,131.34,127.34,138,129,93.89,122.92,103.44,118.32,150.39,133.39,108.98
ATP6V1D,132.92,136.09,149.3,121.17,148.64,141.36,121.03,131.93,157.76,177.74,147.28,152.86
RFC2,230.36,181.98,232.73,230.56,208.88,195.17,208.01,218.88,205.96,202.81,204.25,229.29
HDHD3,84.05,83.87,87.51,80.78,85.78,110.77,90.77,106.44,113.94,125.33,86.15,72.18
GMEB1,169.04,147.17,180.98,186.81,150.6,177.23,182.49,175.4,188.43,200.53,177.85,155.69
HBS1L,240.63,234.2,220.19,220.47,233.11,244.75,259.07,247.36,258.55,214.2,251.49,260.42
YOD1,81.87,94.95,94.72,90.21,97.57,91.78,121.97,79.45,127.08,123.05,98.65,87.75
DIP2A,112.69,142.42,116.37,94.24,132.27,128.7,138.05,125.93,92.02,136.72,122.27,117.47
PKN2,159.07,181.98,169.69,168.29,191.86,142.42,162.63,194.89,157.76,186.85,166.73,154.27
PLEKHB2,144.75,161.41,151.18,141.7,175.49,147.69,181.54,158.91,144.61,186.85,144.5,142.95
GOT2,164.37,139.25,142.4,144.06,163.05,163.52,167.36,167.9,188.43,132.17,161.18,172.67
SNX9,149.11,172.49,153.38,156.51,121.79,119.21,134.26,121.43,140.23,152.67,140.34,135.87
KPNA1,105.22,113.94,106.33,132.95,132.92,118.16,137.1,124.43,78.88,132.17,118.1,120.3
ZNF684,109.58,129.76,118.88,129.92,132.92,143.47,129.54,134.92,122.7,166.35,141.72,104.74
SLC35F5,55.1,50.64,64.3,58.57,59.59,70.68,82.26,82.45,87.64,107.1,79.2,77.84
STARD3,147.87,159.83,140.83,138.34,122.45,143.47,128.59,139.42,127.08,164.07,112.55,114.64
NEK11,66.62,55.39,80.92,55.54,75.3,93.89,85.1,80.95,109.55,95.71,83.37,93.41
RBM15,150.98,162.99,156.2,159.88,173.52,149.8,167.36,175.4,153.37,195.97,140.34,137.29
ZFP62,118.92,115.52,137.69,131.61,92.33,122.38,94.55,118.43,131.46,132.17,108.38,92
INO80B,169.35,156.66,183.17,174.69,155.84,170.9,155.07,176.9,205.96,195.97,179.24,157.1
CASK,136.35,139.25,141.77,124.87,122.45,102.33,121.97,97.44,122.7,152.67,118.1,110.4
RIPPLY3,69.11,53.8,84.37,88.52,77.27,69.63,81.31,62.96,92.02,116.21,68.08,70.77
SNX25,93.7,80.7,78.73,57.22,87.74,71.74,86.04,85.45,105.17,123.05,83.37,90.58
REXO4,129.19,150.33,144.91,139.68,157.15,166.68,144.66,158.91,179.67,177.74,138.95,171.26
CMTM3,151.29,123.43,122.01,140.36,157.15,165.63,127.65,161.91,135.85,154.95,119.49,141.53
KIAA0753,155.65,156.66,157.14,151.47,130.31,136.09,118.19,112.44,131.46,152.67,119.49,133.04
TMEM69,109.89,109.19,102.25,118.82,107.39,91.78,107.79,116.93,109.55,159.51,116.71,121.72
GGCX,131.99,158.24,142.4,135.98,130.31,133.98,129.54,137.92,109.55,175.46,134.78,127.38
EID2,151.91,162.99,161.53,154.16,157.15,169.85,158.85,148.42,179.67,200.53,143.11,142.95
AMMECR1,90.9,87.03,88.14,75.06,84.47,92.84,106.84,91.45,113.94,134.44,80.59,89.17
RNF123,156.58,147.17,152.75,143.05,150.6,142.42,156.96,142.42,127.08,168.62,115.32,116.06
SYDE1,117.67,104.44,101,110.06,129.65,144.53,128.59,142.42,148.99,136.72,132,142.95
UQCC3,132.92,139.25,130.48,174.35,147.99,166.68,163.58,157.41,118.32,150.39,152.84,157.1
CLSPN,133.55,113.94,127.97,118.82,96.26,89.67,111.57,97.44,105.17,134.44,93.09,92
FHIP2A,138.84,137.67,131.42,118.14,142.09,133.98,138.99,155.91,170.9,170.9,132,158.52
HEATR6,111.45,106.02,106.64,138,108.7,119.21,103.06,133.42,131.46,152.67,133.39,104.74
AP3M1,131.68,151.91,142.71,132.62,113.28,113.94,116.3,109.44,109.55,150.39,138.95,110.4
LRPAP1,138.84,148.75,138.64,149.78,187.27,173.01,171.14,173.9,144.61,177.74,166.73,155.69
BOLA3,136.35,91.78,114.8,126.56,141.44,128.7,139.94,149.92,131.46,154.95,130.61,128.8
STX17,135.73,125.01,124.21,129.92,111.32,127.65,116.3,122.93,100.79,157.23,116.71,93.41
ZNF641,81.87,90.2,88.14,86.17,111.32,92.84,94.55,109.44,100.79,141.28,112.55,92
SLC35A3,162.5,139.25,173.14,176.04,146.02,149.8,142.77,166.41,188.43,166.35,138.95,144.37
ZNF335,81.56,117.1,91.27,89.87,113.28,126.59,128.59,128.93,118.32,113.94,93.09,113.23
KRBA1,118.29,113.94,111.66,122.52,120.48,122.38,138.99,127.43,100.79,154.95,138.95,152.86
RTKN2,136.97,134.51,122.01,124.87,125.07,161.41,128.59,154.41,109.55,161.79,140.34,124.55
ARV1,105.22,115.52,108.52,89.87,114.59,106.55,110.63,107.94,87.64,152.67,115.32,123.14
ZNF330,157.52,175.65,184.74,170.99,180.73,183.56,176.81,190.39,219.11,209.64,193.13,182.58
PLEKHA3,161.56,129.76,158.4,140.69,154.53,160.35,165.47,151.41,170.9,186.85,133.39,171.26
ERCC6L2,95.88,93.36,100.37,101.65,100.84,120.27,117.24,112.44,113.94,134.44,91.7,70.77
RNF20,135.42,113.94,132.36,129.59,115.25,129.76,127.65,116.93,166.52,143.56,112.55,106.15
PLA2G6,132.92,151.91,162.16,141.37,147.33,143.47,150.34,128.93,179.67,182.3,162.57,150.03
HDDC3,130.43,126.59,134.87,147.09,147.33,145.58,156.96,169.4,144.61,141.28,186.19,145.78
PTGR1,71.91,88.62,105.07,88.86,96.91,88.62,108.74,89.95,105.17,139,102.82,89.17
PPM1D,163.43,139.25,155.57,161.56,182.03,177.23,144.66,176.9,179.67,154.95,194.52,175.5
SMAD3,85.92,113.94,95.98,117.81,104.77,131.87,114.41,133.42,122.7,125.33,106.99,144.37
PRKD2,88.41,90.2,93.16,94.58,109.35,114.99,112.52,119.93,105.17,145.84,122.27,100.49
OSBP2,154.09,137.67,154.32,180.75,157.15,133.98,150.34,157.41,144.61,161.79,169.51,191.07
NOA1,107.4,106.02,112.29,118.14,91.67,89.67,103.06,91.45,127.08,141.28,104.21,84.92
HMBOX1,177.75,205.72,178.78,186.47,184,170.9,173.98,173.9,153.37,205.08,168.12,206.64
STARD13,71.6,101.28,94.41,88.19,106.73,120.27,106.84,121.43,100.79,134.44,109.77,114.64
DYRK2,161.25,161.41,146.79,147.76,134.89,130.81,126.7,134.92,157.76,180.02,143.11,125.97
RICTOR,136.97,150.33,164.36,149.45,161.74,195.17,178.7,166.41,162.14,173.18,184.8,181.16
ALDH3A2,160.63,151.91,135.19,147.76,178.11,161.41,191,169.4,188.43,150.39,157.01,161.35
PEMT,174.02,181.98,179.72,174.69,174.18,165.63,206.12,173.9,214.72,209.64,177.85,171.26
NCBP3,141.33,129.76,162.16,175.36,122.45,132.92,146.56,127.43,131.46,139,125.05,120.3
ZFP30,103.97,118.68,98.49,114.44,110.66,130.81,90.77,130.43,148.99,132.17,109.77,106.15
DERL3,119.85,107.61,110.41,108.72,92.98,98.11,110.63,95.95,127.08,152.67,95.87,108.98
SLC25A16,144.13,128.18,138.64,121.85,123.76,96,128.59,127.43,122.7,159.51,133.39,104.74
PCYOX1,115.8,87.03,107.9,109.05,130.31,144.53,119.14,109.44,109.55,141.28,116.71,97.66
COPS5,165.61,132.92,133.62,142.04,129,149.8,154.12,125.93,135.85,157.23,144.5,103.32
LMF2,154.4,162.99,132.99,132.62,154.53,160.35,171.14,149.92,135.85,182.3,176.46,167.01
RBL2,126.7,147.17,143.34,143.39,121.79,102.33,131.43,125.93,122.7,164.07,147.28,118.89
ZNF180,93.7,107.61,101.62,98.96,92.98,112.88,123.86,109.44,127.08,150.39,126.44,108.98
BTN3A1,100.55,117.1,86.57,106.03,85.12,92.84,101.17,97.44,122.7,143.56,113.94,97.66
CPSF4,134.48,144,153.69,140.02,179.42,142.42,172.09,188.89,148.99,159.51,148.67,155.69
DEPDC5,112.69,123.43,107.58,104.68,147.33,145.58,153.17,122.93,118.32,145.84,134.78,135.87
KLHL8,137.28,117.1,143.97,128.58,134.89,129.76,125.75,115.43,109.55,173.18,134.78,120.3
GTF2H3,103.04,117.1,90.65,91.89,123.1,123.43,129.54,100.44,127.08,145.84,104.21,108.98
TMEM129,149.11,156.66,153.38,154.83,125.72,122.38,143.72,119.93,131.46,152.67,106.99,127.38
ZFYVE27,107.4,117.1,118.25,121.51,119.17,133.98,129.54,124.43,96.41,161.79,143.11,123.14
TPCN2,191.14,196.22,188.82,183.1,206.92,214.16,199.51,229.37,188.43,168.62,208.42,216.55
DOCK11,88.41,80.7,70.89,79.1,96.26,84.4,91.72,82.45,96.41,136.72,77.81,90.58
AKIRIN2,203.59,194.64,228.03,203.97,221.98,243.7,185.32,232.37,223.49,207.36,215.37,206.64
CHTF8,124.52,132.92,127.03,135.98,113.28,138.2,127.65,140.92,144.61,182.3,141.72,134.46
DCLRE1B,94.63,109.19,105.39,93.24,96.91,96,117.24,116.93,92.02,145.84,90.31,86.34
LRRC42,148.49,166.16,135.81,129.59,134.89,126.59,116.3,110.94,140.23,159.51,125.05,121.72
CDAN1,177.44,174.07,172.2,148.44,173.52,193.06,163.58,202.39,170.9,166.35,208.42,174.09
UBAC1,192.07,155.08,187.57,203.3,195.13,182.51,190.05,148.42,184.05,186.85,165.35,192.49
CHSY1,149.73,148.75,134.87,168.97,153.88,131.87,138.99,152.91,166.52,182.3,125.05,140.12
POT1,130.43,153.5,134.24,138,121.14,148.75,118.19,137.92,170.9,148.12,169.51,151.44
ZNF24,73.47,77.54,85.63,94.92,71.37,91.78,75.64,82.45,96.41,129.89,77.81,67.94
ZC4H2,97.44,94.95,88.14,123.19,117.86,111.83,127.65,101.94,122.7,141.28,118.1,89.17
ZNF274,63.19,80.7,72.45,90.54,87.74,88.62,99.28,85.45,83.26,127.61,93.09,66.52
MRPS11,175.57,185.15,175.96,190.17,165.66,124.48,173.03,157.41,166.52,168.62,155.62,171.26
ANXA4,76.58,85.45,76.53,56.88,83.16,79.12,80.37,92.95,109.55,123.05,84.76,90.58
ARHGAP5,127.63,110.77,124.83,79.44,123.76,113.94,100.23,109.44,122.7,141.28,98.65,97.66
CAMK1,151.91,121.85,141.46,132.28,144.06,160.35,185.32,158.91,148.99,164.07,168.12,151.44
BTN2A1,128.26,137.67,108.84,129.92,154.53,157.19,163.58,142.42,157.76,136.72,140.34,165.6
TAX1BP1,155.65,136.09,156.83,126.56,134.89,148.75,110.63,142.42,131.46,170.9,136.17,120.3
MRPL50,128.26,125.01,123.27,137.33,153.88,127.65,161.68,148.42,148.99,173.18,145.89,120.3
ZNF414,160.32,140.84,151.5,148.1,142.09,122.38,181.54,151.41,166.52,182.3,154.23,158.52
ALDH18A1,125.14,147.17,113.86,132.28,142.75,142.42,135.21,154.41,113.94,132.17,112.55,97.66
SEC23B,113.62,126.59,109.78,116.12,144.71,141.36,157.9,146.92,148.99,154.95,120.88,138.7
ANKS1A,79.07,88.62,100.37,90.21,110.66,135.03,105.9,104.94,105.17,132.17,102.82,87.75
PCIF1,137.28,164.57,154.63,156.18,168.28,164.57,179.65,172.4,166.52,207.36,166.73,179.75
TSPAN14,147.56,99.69,129.23,150.79,130.96,130.81,127.65,139.42,109.55,148.12,126.44,104.74
WWC3,141.64,106.02,123.27,90.21,114.59,143.47,119.14,137.92,100.79,136.72,126.44,117.47
GIT2,232.85,215.21,203.25,212.05,211.5,223.65,194.78,203.88,179.67,198.25,195.91,174.09
PIK3C2A,174.02,185.15,170.32,183.1,174.83,178.29,195.72,178.4,184.05,189.13,220.92,220.79
SAR1B,134.17,126.59,122.01,125.55,136.85,105.5,154.12,98.94,148.99,141.28,134.78,148.61
GNPTAB,148.8,166.16,188.51,179.07,180.73,167.74,190.05,151.41,153.37,177.74,204.25,171.26
NEDD1,154.09,140.84,139.26,129.92,111.97,128.7,120.08,124.43,109.55,166.35,126.44,117.47
TTC21B,78.45,77.54,66.49,66.31,104.77,102.33,96.44,85.45,100.79,120.77,94.48,106.15
XPR1,166.86,174.07,197.92,159.88,216.08,188.84,197.61,170.9,197.2,191.41,190.36,206.64
METTL22,137.91,120.27,127.34,120.16,134.23,114.99,129.54,122.93,140.23,168.62,150.06,161.35
CENPK,152.54,166.16,155.57,159.88,151.26,126.59,143.72,128.93,118.32,173.18,133.39,154.27
POLR1F,102.73,90.2,94.1,97.27,95.6,102.33,124.81,101.94,105.17,152.67,106.99,110.4
DDX10,216.66,178.82,211.09,240.66,205.61,200.44,208.01,197.89,210.34,234.71,194.52,219.38
CINP,89.65,94.95,104.13,107.04,114.59,130.81,104.95,106.44,127.08,141.28,140.34,108.98
GMPPB,213.86,250.02,239.01,234.6,217.39,215.21,212.74,217.38,205.96,239.26,211.2,189.66
NFS1,62.88,52.22,60.22,52.51,56.97,69.63,52,68.96,74.5,113.94,65.3,56.61
SCN8A,121.1,113.94,113.86,132.95,149.29,146.64,135.21,125.93,113.94,164.07,147.28,150.03
ADCK2,140.71,104.44,137.07,127.9,138.16,120.27,125.75,131.93,131.46,161.79,104.21,106.15
MAK16,90.28,90.2,93.47,99.63,95.6,106.55,100.23,80.95,105.17,134.44,126.44,128.8
PPP2R5A,145.38,145.58,172.51,123.53,138.82,150.86,145.61,164.91,162.14,184.58,134.78,147.2
NARS2,139.46,123.43,134.87,136.99,130.96,165.63,139.94,139.42,100.79,125.33,105.6,123.14
AP4B1,158.14,162.99,160.91,175.7,124.41,131.87,120.08,158.91,144.61,157.23,150.06,137.29
MYCBP2,83.12,80.7,81.24,79.44,95.6,113.94,121.97,113.94,127.08,109.38,98.65,93.41
CACHD1,112.69,113.94,102.88,119.15,125.72,132.92,121.97,112.44,100.79,148.12,150.06,145.78
DENND6B,105.53,112.35,121.38,120.5,94.95,109.72,103.06,88.45,87.64,148.12,95.87,117.47
FRYL,138.84,115.52,143.34,140.02,132.92,142.42,165.47,155.91,148.99,182.3,134.78,137.29
VOPP1,86.85,91.78,97.23,95.93,98.22,89.67,103.06,67.46,109.55,132.17,125.05,99.07
CXorf38,108.33,158.24,108.21,122.18,119.17,130.81,120.08,116.93,131.46,161.79,120.88,128.8
OCRL,150.05,107.61,127.97,152.14,113.94,130.81,114.41,139.42,100.79,143.56,123.66,113.23
TRMT2A,138.84,132.92,132.36,140.36,131.62,136.09,144.66,149.92,148.99,191.41,134.78,125.97
NSMCE3,161.25,188.31,173.45,157.86,184,181.45,166.41,172.4,223.49,184.58,177.85,188.24
RNPC3,135.42,140.84,157.14,152.81,123.1,112.88,128.59,119.93,118.32,164.07,134.78,116.06
ANKRD44,158.76,125.01,128.29,138,129,147.69,136.16,127.43,144.61,173.18,173.68,150.03
NRDE2,94.32,87.03,94.72,98.62,129,106.55,123.86,109.44,131.46,134.44,101.43,130.21
C6orf89,130.75,131.34,124.83,162.24,158.46,157.19,145.61,134.92,157.76,168.62,176.46,165.6
ALG2,107.4,110.77,97.23,97.27,104.77,108.66,100.23,118.43,135.85,152.67,126.44,101.9
CCNB1IP1,86.23,90.2,87.82,68.33,52.38,60.13,52.95,86.95,96.41,86.59,51.41,62.28
MYG1,223.51,208.88,224.26,227.87,220.01,218.38,219.36,220.38,227.87,200.53,262.61,253.35
C11orf24,117.36,120.27,98.49,114.1,137.51,158.24,127.65,140.92,118.32,152.67,120.88,120.3
MORN2,176.82,153.5,164.98,149.78,136.2,176.18,161.68,190.39,188.43,159.51,170.9,189.66
RNF31,112.38,140.84,116.68,86.84,130.31,123.43,129.54,131.93,122.7,116.21,152.84,104.74
CARF,131.06,134.51,141.46,136.32,151.26,151.91,142.77,164.91,157.76,191.41,148.67,168.43
EXOSC4,144.44,147.17,150.24,149.11,155.19,156.13,173.03,185.89,148.99,154.95,148.67,198.15
ATG16L1,121.1,147.17,119.82,117.13,142.75,166.68,150.34,154.41,157.76,148.12,165.35,152.86
PHF10,176.2,156.66,200.11,179.4,170.25,173.01,173.98,169.4,223.49,184.58,177.85,172.67
IMP4,156.27,129.76,155.26,173.01,132.27,157.19,164.52,160.41,175.29,189.13,154.23,174.09
SPTLC1,77.82,85.45,84.37,80.44,76.61,71.74,83.21,73.46,78.88,134.44,83.37,66.52
CEP295,114.87,96.53,103.19,105.35,72.68,93.89,88.88,97.44,52.59,97.98,86.15,72.18
TMEM60,134.79,151.91,136.13,134.97,120.48,151.91,125.75,139.42,170.9,168.62,118.1,150.03
COG2,201.41,229.45,199.8,191.18,170.9,197.28,187.21,182.9,166.52,193.69,170.9,198.15
UBAP1,142.57,144,140.52,143.39,170.25,169.85,181.54,172.4,188.43,148.12,158.4,176.92
RBM4B,113.94,96.53,102.57,111.41,119.83,108.66,138.05,119.93,135.85,150.39,127.83,94.83
SLC25A10,131.06,126.59,125.78,171.66,121.79,120.27,140.88,101.94,113.94,141.28,125.05,123.14
UMPS,152.85,169.32,155.26,148.77,166.97,168.79,198.56,196.39,153.37,182.3,151.45,158.52
IFFO1,103.04,83.87,108.21,98.96,106.08,104.44,94.55,118.43,78.88,139,101.43,76.43
RETSAT,138.84,120.27,138.32,130.93,136.85,177.23,153.17,167.9,153.37,164.07,158.4,165.6
TOMM70,177.13,162.99,164.67,147.43,166.97,150.86,155.07,190.39,188.43,198.25,154.23,185.41
MRPS6,178.06,191.47,183.8,211.04,185.96,174.07,171.14,197.89,144.61,195.97,186.19,165.6
ABCF3,130.75,145.58,133.93,123.86,142.09,164.57,156.96,130.43,170.9,170.9,145.89,124.55
IP6K1,211.68,204.13,203.56,211.38,208.88,223.65,199.51,182.9,175.29,161.79,198.69,202.39
CKAP2,201.41,167.74,207.64,187.14,189.89,212.05,183.43,211.38,162.14,166.35,191.74,184
TCF7L2,200.48,178.82,194.47,167.62,199.71,193.06,208.96,209.88,179.67,227.87,195.91,219.38
MARCHF1,77.51,88.62,68.38,89.87,73.34,81.23,75.64,85.45,70.11,132.17,68.08,84.92
FN3KRP,163.74,121.85,157.77,183.44,132.92,152.97,168.3,146.92,148.99,145.84,175.07,147.2
ROCK2,219.78,253.19,247.16,215.42,211.5,250.02,211.8,230.87,214.72,205.08,225.09,246.27
PTPN3,124.52,80.7,122.01,103.67,96.26,119.21,122.92,118.43,127.08,148.12,108.38,127.38
BICRA,108.64,128.18,93.47,120.5,111.32,126.59,128.59,127.43,144.61,145.84,137.56,94.83
CDKL5,61.33,72.79,56.14,67.65,79.23,85.45,69.02,82.45,87.64,123.05,79.2,66.52
PHF21A,155.65,155.08,170.32,153.48,179.42,180.4,167.36,175.4,201.58,205.08,193.13,172.67
ACYP1,153.47,123.43,150.24,181.76,123.76,128.7,132.37,121.43,135.85,132.17,133.39,150.03
C18orf21,179.93,196.22,183.49,197.91,165.66,169.85,181.54,178.4,214.72,200.53,162.57,212.3
HERC2,198.3,200.97,177.22,186.13,208.88,207.83,201.4,208.38,214.72,193.69,162.57,165.6
TMOD3,137.91,98.11,152.44,114.1,115.9,143.47,127.65,128.93,109.55,148.12,144.5,141.53
DTWD1,98.99,87.03,103.51,95.25,105.42,135.03,129.54,107.94,127.08,141.28,127.83,116.06
C2CD5,134.17,134.51,162.16,139.01,139.47,138.2,159.79,151.41,127.08,186.85,130.61,133.04
PRIMA1,226.94,254.77,210.15,216.76,218.7,208.88,238.27,226.37,236.64,239.26,190.36,212.3
APPL2,147.24,175.65,166.24,151.13,151.91,163.52,145.61,157.41,122.7,180.02,147.28,125.97
NOL12,137.91,113.94,130.79,136.66,122.45,139.25,109.68,112.44,131.46,166.35,134.78,101.9
SELENOF,238.14,207.3,239.63,223.83,225.91,196.22,197.61,202.39,197.2,186.85,200.08,208.06
NT5C3A,89.03,118.68,103.51,78.43,106.08,99.17,106.84,124.43,127.08,136.72,130.61,111.81
PDIK1L,138.84,107.61,118.88,115.11,103.46,119.21,117.24,139.42,127.08,168.62,123.66,120.3
SHISAL1,57.59,49.06,53.95,60.25,79.23,89.67,77.53,76.46,74.5,111.66,62.53,79.26
ILRUN,140.71,169.32,146.48,136.66,136.2,155.08,173.98,184.4,184.05,173.18,158.4,162.76
