TargetName,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12
KIF2C,261.18,231.04,258.77,246.72,294.66,320.71,311.08,335.81,297.98,195.97,244.54,275.99
ABCB8,186.78,261.1,170.94,179.74,149.95,167.74,163.58,127.43,105.17,189.13,120.88,140.12
ZNF575,85.92,87.03,89.08,88.86,160.43,163.52,187.21,151.41,166.52,180.02,172.29,167.01
LSM14B,224.45,254.77,240.57,222.15,149.95,173.01,164.52,175.4,175.29,170.9,129.22,138.7
BEST4,46.07,53.8,49.87,51.5,117.21,122.38,133.32,104.94,118.32,175.46,106.99,120.3
C16orf87,93.7,91.78,86.88,97.27,173.52,170.9,161.68,194.89,162.14,180.02,168.12,175.5
TMEM271,46.69,52.22,51.13,124.87,119.83,107.61,115.35,100.44,109.55,189.13,122.27,138.7
GPBAR1,62.57,47.47,66.18,76.07,110.66,129.76,141.83,119.93,144.61,186.85,130.61,120.3
ZNF557,66.93,74.37,55.52,80.78,108.04,144.53,130.48,107.94,135.85,195.97,152.84,121.72
WDFY4,52.61,37.98,49.24,52.84,110.66,137.14,114.41,118.43,118.32,166.35,125.05,107.57
CTNS,69.11,49.06,62.1,67.99,114.59,144.53,125.75,136.42,148.99,175.46,132,134.46
GTF3C6,298.85,257.94,301.74,259.17,274.36,263.74,290.28,298.33,192.81,182.3,215.37,254.76
HSPH1,220.71,167.74,216.11,224.17,140.13,152.97,126.7,145.42,127.08,173.18,122.27,106.15
GLS,251.84,262.68,262.53,248.07,328.71,290.11,300.68,301.33,192.81,207.36,223.7,236.36
IGDCC4,39.22,56.97,40.78,39.72,125.72,112.88,101.17,103.44,140.23,161.79,91.7,94.83
FMO1,65.06,61.72,60.54,57.22,123.76,148.75,140.88,140.92,135.85,164.07,148.67,97.66
MRPL34,208.57,218.38,202.62,210.03,282.87,298.55,270.42,289.34,227.87,168.62,262.61,256.18
SULT1A4,174.02,183.56,147.73,168.29,221.98,221.54,246.78,232.37,254.16,268.89,265.39,243.44
C9orf78,235.65,178.82,217.05,231.57,218.05,261.63,221.25,239.86,122.7,168.62,155.62,181.16
FAM126B,157.21,128.18,159.96,154.49,174.83,189.89,192.89,179.9,289.22,223.31,201.47,181.16
PPP1R7,360.8,278.51,340.63,330.87,350.97,321.76,338.5,317.82,254.16,234.71,357.09,300.05
TPST2,46.38,26.9,50.18,60.25,117.21,109.72,109.68,134.92,118.32,161.79,115.32,111.81
PHYHIP,43.58,96.53,42.66,46.11,93.64,119.21,101.17,98.94,96.41,193.69,106.99,104.74
PRTN3,54.48,72.79,54.58,61.26,117.86,130.81,114.41,116.93,162.14,175.46,138.95,118.89
KIAA1549,36.73,37.98,39.21,53.18,98.22,123.43,120.08,83.95,157.76,134.44,86.15,104.74
GPM6A,89.34,99.69,86.88,97.95,187.93,157.19,160.74,158.91,179.67,198.25,176.46,159.93
MRPL15,264.6,292.75,274.76,289.13,212.16,174.07,202.34,173.9,232.25,211.92,243.15,225.04
QPCT,46.69,34.81,43.28,54.19,89.71,101.28,95.5,91.45,148.99,168.62,90.31,104.74
DOK3,61.64,52.22,60.54,61.26,137.51,130.81,149.39,157.41,153.37,136.72,127.83,118.89
RAD51D,112.38,120.27,117.31,112.76,116.55,132.92,163.58,140.92,170.9,250.66,150.06,100.49
NLE1,97.13,82.29,107.27,96.26,108.7,93.89,121.03,143.92,83.26,227.87,111.16,75.01
ZNF490,69.42,61.72,60.22,67.99,119.83,140.31,127.65,112.44,131.46,198.25,125.05,131.63
SHMT1,86.85,75.96,90.65,84.82,113.28,102.33,100.23,115.43,113.94,230.15,144.5,103.32
GTF2F2,182.11,234.2,183.17,182.43,278.95,265.85,252.45,284.84,293.6,257.49,240.38,274.58
ALKBH6,69.42,50.64,77.79,72.37,156.5,152.97,147.5,136.42,118.32,177.74,134.78,107.57
CHAC2,67.55,68.04,74.65,75.4,153.88,145.58,143.72,157.41,96.41,184.58,104.21,137.29
CCDC141,51.99,53.8,52.69,52.51,122.45,112.88,115.35,128.93,140.23,177.74,108.38,92
AVEN,96.5,96.53,84.06,94.92,142.09,139.25,149.39,164.91,166.52,230.15,147.28,137.29
XKRX,50.43,31.65,48.62,52.51,92.33,89.67,103.06,85.45,109.55,186.85,100.04,108.98
CLUL1,31.75,71.21,40.78,37.36,97.57,85.45,117.24,112.44,135.85,166.35,86.15,72.18
REXO1,128.88,121.85,120.13,129.25,222.63,200.44,213.69,227.87,179.67,184.58,207.03,185.41
GRID1,41.4,53.8,47.36,44.09,106.08,118.16,108.74,80.95,140.23,157.23,118.1,134.46
RSU1,132.61,137.67,135.19,126.56,208.88,217.32,208.01,212.88,227.87,227.87,216.76,191.07
CAMK1G,92.46,140.84,158.08,116.8,185.31,186.73,161.68,178.4,241.02,214.2,191.74,145.78
FKRP,84.36,71.21,74.02,87.85,129.65,139.25,124.81,130.43,148.99,214.2,157.01,137.29
SLC25A19,96.19,90.2,91.27,115.45,142.09,169.85,159.79,206.88,118.32,207.36,130.61,121.72
CORO1C,235.96,265.85,228.65,254.8,191.86,185.67,212.74,209.88,144.61,182.3,147.28,151.44
TACR2,40.78,58.55,48.93,46.45,104.77,99.17,119.14,116.93,78.88,182.3,122.27,96.24
RAC2,62.57,83.87,79.35,95.25,120.48,123.43,142.77,125.93,192.81,177.74,165.35,150.03
SZRD1,334.65,306.99,321.18,317.4,302.52,309.1,284.6,274.34,227.87,195.97,262.61,261.84
C7,54.79,44.31,40.15,39.38,94.29,117.1,88.88,100.44,140.23,168.62,113.94,90.58
PRDM5,128.88,115.52,102.57,106.7,153.88,192,178.7,140.92,245.4,180.02,170.9,159.93
CSNK2A2,97.75,109.19,88.14,105.02,174.83,189.89,162.63,173.9,148.99,218.76,170.9,162.76
CA9,45.76,37.98,47.99,64.96,72.68,88.62,74.7,88.45,65.73,193.69,111.16,77.84
TAS2R3,75.65,74.37,78.41,77.75,132.27,128.7,142.77,134.92,92.02,216.48,104.21,114.64
GPAT2,147.56,167.74,145.85,172.67,216.08,209.94,228.82,221.87,293.6,211.92,220.92,189.66
CCDC51,92.77,74.37,93.78,101.65,161.74,176.18,150.34,194.89,166.52,189.13,158.4,150.03
VCX3A,43.58,47.47,43.6,56.21,91.02,93.89,103.06,80.95,83.26,195.97,84.76,73.6
CDH23,108.95,129.76,132.68,109.73,191.2,171.96,189.1,163.41,227.87,211.92,208.42,196.73
NPFFR1,69.11,71.21,73.4,80.11,128.34,147.69,123.86,110.94,135.85,211.92,115.32,135.87
SRPK3,52.92,42.73,40.78,43.42,99.53,92.84,104.95,110.94,122.7,182.3,86.15,89.17
CHMP5,200.17,150.33,213.91,209.02,176.14,232.09,174.92,199.39,232.25,316.74,212.59,206.64
EDAR,50.43,53.8,58.65,57.56,113.94,118.16,118.19,113.94,140.23,184.58,125.05,92
OR6C76,49.5,37.98,53.95,43.76,104.11,133.98,113.46,124.43,131.46,152.67,134.78,97.66
ATP8B1,87.79,140.84,72.14,51.5,116.55,132.92,137.1,116.93,144.61,209.64,119.49,87.75
TAF2,303.21,308.58,303.3,291.15,295.97,330.2,295.95,340.31,254.16,291.67,351.53,417.53
PITX3,68.17,63.3,69.95,77.75,142.09,136.09,152.23,163.41,148.99,161.79,138.95,164.18
CHCHD4,81.56,72.79,77.47,84.48,157.81,119.21,160.74,134.92,135.85,198.25,170.9,131.63
WASF3,42.65,36.4,42.03,54.53,91.02,93.89,100.23,121.43,127.08,173.18,112.55,90.58
NUDCD3,263.67,335.48,255.94,277.01,223.94,208.88,238.27,239.86,205.96,184.58,213.98,205.23
MTMR1,177.75,178.82,175.33,158.87,85.12,101.28,91.72,79.45,100.79,159.51,94.48,90.58
SPATA18,37.98,56.97,36.7,42.75,82.5,93.89,106.84,92.95,87.64,180.02,115.32,116.06
CTAG2,69.73,45.89,76.22,73.38,134.89,141.36,121.97,151.41,170.9,166.35,127.83,103.32
HMGN3,187.09,150.33,180.98,132.28,225.91,237.37,228.82,239.86,153.37,195.97,245.93,247.69
WDR45B,223.82,213.63,211.4,277.69,148.64,193.06,140.88,158.91,162.14,221.03,147.28,181.16
SUZ12,209.19,186.73,217.05,204.31,140.13,109.72,128.59,118.43,109.55,177.74,120.88,137.29
C2orf66,67.24,90.2,63.36,60.92,99.53,93.89,87.93,113.94,109.55,214.2,69.47,111.81
TESK2,56.35,47.47,66.18,48.81,93.64,94.95,92.66,104.94,157.76,182.3,109.77,97.66
GOLGA3,226,238.95,208.89,226.86,165.01,190.95,183.43,170.9,109.55,141.28,126.44,165.6
PTPRA,396.28,419.35,424.06,412.66,409.91,396.66,415.08,433.25,539,366.87,429.34,411.87
NFAT5,113.62,159.83,130.79,111.75,205.61,195.17,210.85,203.88,175.29,236.99,205.64,199.56
ZNF461,169.66,186.73,153.38,175.36,243.59,223.65,227.87,193.39,280.46,205.08,265.39,259.01
CNTF,41.09,47.47,39.21,55.2,98.87,103.39,97.39,119.93,127.08,177.74,109.77,89.17
TCEANC,75.33,55.39,63.36,71.02,123.1,103.39,121.03,128.93,100.79,209.64,120.88,100.49
HSPA5,274.57,303.83,260.33,253.79,210.19,202.55,196.67,202.39,297.98,227.87,184.8,210.89
HSD11B1L,73.78,71.21,89.71,79.1,147.33,156.13,143.72,143.92,192.81,168.62,130.61,161.35
CST9,66.62,74.37,70.89,76.41,134.23,118.16,134.26,133.42,144.61,205.08,144.5,138.7
COX6B2,57.28,53.8,50.5,70.01,101.49,139.25,122.92,119.93,166.52,166.35,115.32,118.89
ARHGAP11A,327.8,246.86,332.16,293.51,324.13,359.74,313.91,343.31,276.07,223.31,343.2,315.62
PACRGL,193.94,210.46,224.58,191.52,173.52,193.06,179.65,179.9,188.43,316.74,168.12,161.35
SMIM14,276.12,280.09,292.64,280.04,193.82,243.7,224.09,205.38,188.43,198.25,208.42,182.58
ARHGEF1,343.67,356.05,312.4,318.08,304.48,301.72,290.28,304.33,289.22,195.97,255.66,309.96
UGT8,38.29,25.32,45.48,53.85,85.78,84.4,86.04,92.95,105.17,182.3,90.31,106.15
YAF2,92.77,106.02,92.53,97.95,149.95,178.29,153.17,178.4,140.23,200.53,194.52,185.41
TMEM39A,126.39,158.24,138.01,136.32,193.17,205.72,194.78,221.87,267.31,207.36,212.59,185.41
TAP2,61.01,58.55,56.46,64.63,117.86,127.65,133.32,103.44,109.55,189.13,136.17,138.7
GLYR1,262.11,251.61,261.9,238.31,260.61,151.91,247.73,176.9,184.05,161.79,219.53,234.95
TPRG1,43.58,53.8,47.36,48.13,80.54,110.77,120.08,127.43,113.94,177.74,106.99,114.64
IRGQ,160.94,136.09,126.4,152.47,227.22,226.82,213.69,230.87,192.81,255.22,198.69,209.47
ARID2,233.47,257.94,236.81,261.87,177.45,192,170.19,205.38,162.14,202.81,134.78,157.1
EPHX4,81.87,79.12,83.75,68.33,119.17,118.16,131.43,115.43,179.67,200.53,157.01,125.97
SF3B5,265.54,267.43,258.45,262.54,172.87,169.85,186.27,190.39,232.25,186.85,188.97,167.01
TRMT12,70.66,87.03,70.89,71.36,123.1,160.35,158.85,137.92,162.14,182.3,150.06,151.44
FCSK,47.94,61.72,52.69,51.16,113.94,114.99,89.82,106.44,122.7,191.41,122.27,103.32
RHCE,55.72,50.64,57.09,60.25,102.15,129.76,104.01,106.44,109.55,191.41,133.39,120.3
ZNF799,52.92,52.22,50.81,55.54,85.78,117.1,97.39,79.45,162.14,173.18,102.82,104.74
KXD1,254.64,278.51,253.43,289.13,326.75,313.32,331.88,343.31,284.84,239.26,334.86,370.82
B4GAT1,231.3,267.43,294.52,245.04,301.86,329.15,273.26,335.81,192.81,243.82,287.62,290.15
ZNF658,56.35,49.06,55.2,66.31,89.05,106.55,99.28,122.93,96.41,202.81,84.76,99.07
NODAL,51.99,37.98,41.72,45.1,122.45,136.09,104.95,128.93,131.46,143.56,122.27,111.81
SPTBN1,199.85,183.56,192.58,117.47,198.4,243.7,206.12,224.87,267.31,264.33,179.24,229.29
CD1A,64.44,39.56,64.61,65.3,125.07,132.92,133.32,122.93,157.76,159.51,129.22,142.95
SLC25A42,49.81,61.72,64.93,57.22,101.49,100.22,92.66,83.95,113.94,205.08,113.94,110.4
FAIM2,56.03,72.79,58.34,76.41,107.39,127.65,121.03,122.93,153.37,198.25,127.83,118.89
VPS35L,208.26,254.77,247.16,214.41,261.27,136.09,209.91,158.91,219.11,189.13,269.55,246.27
CD9,51.68,63.3,40.78,51.83,90.36,101.28,105.9,83.95,162.14,168.62,119.49,110.4
CENPO,328.42,341.81,325.89,336.93,292.04,293.28,290.28,311.82,214.72,287.12,245.93,234.95
EDC3,213.24,235.78,215.48,240.66,316.92,296.44,319.59,323.82,302.37,236.99,258.44,270.33
NUP188,289.82,224.71,295.78,285.43,246.21,248.97,217.47,251.86,184.05,159.51,220.92,226.46
PPP2R5B,50.74,42.73,46.73,49.82,111.97,117.1,121.03,124.43,166.52,136.72,108.38,76.43
EPPIN,55.41,45.89,50.5,50.49,111.32,109.72,120.08,89.95,109.55,189.13,101.43,118.89
IGSF9,47.94,28.48,50.5,58.57,79.23,84.4,75.64,86.95,74.5,195.97,93.09,76.43
ALOX15,71.29,49.06,71.2,70.01,138.16,141.36,120.08,158.91,162.14,170.9,119.49,111.81
TRIM49D2,57.9,42.73,63.67,57.56,121.14,119.21,108.74,140.92,131.46,182.3,120.88,108.98
MPP3,65.06,83.87,55.52,61.26,117.21,128.7,135.21,133.42,144.61,193.69,138.95,96.24
CTSV,63.5,39.56,59.59,66.98,110.01,130.81,120.08,124.43,135.85,186.85,120.88,113.23
CBX2,178.69,186.73,170,243.02,263.23,262.68,285.55,296.83,223.49,202.81,233.43,230.7
MTMR7,64.44,72.79,68.06,79.1,129.65,128.7,145.61,143.92,192.81,159.51,143.11,138.7
WDR35,94.32,93.36,95.35,88.52,140.13,159.3,124.81,124.43,135.85,234.71,155.62,106.15
FAM43B,75.33,85.45,79.98,84.15,129,121.32,151.28,137.92,197.2,193.69,127.83,141.53
LRRC61,109.27,109.19,101.31,167.28,138.16,196.22,152.23,238.36,170.9,168.62,134.78,108.98
SOCS1,50.43,71.21,48.62,58.23,102.15,92.84,121.03,94.45,131.46,193.69,116.71,123.14
TALDO1,312.54,275.34,275.7,253.12,297.28,234.2,257.18,245.86,280.46,195.97,182.02,199.56
CIDEB,49.5,37.98,61.79,49.14,115.25,111.83,126.7,113.94,118.32,180.02,112.55,113.23
NMRAL1,185.85,193.06,220.81,250.42,277.64,207.83,260.02,158.91,175.29,230.15,270.94,273.16
SESN1,50.12,56.97,47.36,47.12,112.63,105.5,88.88,101.94,70.11,195.97,87.54,90.58
SVEP1,45.14,56.97,45.48,40.39,106.73,110.77,103.06,106.44,113.94,186.85,100.04,80.67
KRTAP9-6,77.51,88.62,83.43,74.39,158.46,142.42,127.65,106.44,140.23,218.76,137.56,128.8
MORN3,73.78,96.53,89.39,82.13,134.23,162.46,140.88,127.43,170.9,214.2,140.34,154.27
FMR1NB,61.33,44.31,63.04,54.86,124.41,129.76,128.59,142.42,131.46,166.35,105.6,145.78
PCBD1,92.14,88.62,76.85,73.38,148.64,154.02,161.68,112.44,144.61,186.85,183.41,164.18
DAND5,76.27,91.78,75.59,95.93,159.12,174.07,123.86,142.42,144.61,205.08,158.4,159.93
MORC4,196.74,186.73,190.39,159.21,87.74,90.73,118.19,91.45,113.94,141.28,98.65,110.4
MCCD1,46.69,37.98,54.58,53.52,125.72,133.98,113.46,109.44,105.17,159.51,127.83,138.7
ESX1,77.2,68.04,61.79,77.75,146.68,158.24,147.5,148.42,170.9,170.9,127.83,140.12
BLOC1S6,298.85,259.52,292.95,283.41,239.66,262.68,228.82,251.86,188.43,319.02,190.36,223.62
ZFP69,75.96,87.03,83.75,84.15,139.47,160.35,155.07,118.43,184.05,200.53,130.61,142.95
DGCR8,227.56,270.6,210.15,233.26,175.49,162.46,167.36,164.91,127.08,195.97,150.06,157.1
RCBTB2,96.19,109.19,88.14,79.44,154.53,119.21,178.7,139.42,135.85,198.25,198.69,165.6
FERMT1,49.81,55.39,50.18,49.14,110.01,133.98,120.08,100.44,127.08,175.46,130.61,83.51
ZNF560,41.71,44.31,48.3,75.73,106.73,109.72,126.7,115.43,122.7,180.02,126.44,79.26
WDR61,355.5,368.71,324.01,282.06,296.62,293.28,300.68,278.84,236.64,264.33,240.38,329.78
TLCD3A,116.43,99.69,96.61,96.26,150.6,148.75,157.9,176.9,188.43,234.71,137.56,137.29
PLAAT4,41.09,66.46,49.24,49.14,127.69,121.32,126.7,154.41,87.64,157.23,127.83,96.24
KCNQ3,82.49,104.44,90.96,73.38,139.47,141.36,153.17,154.41,157.76,205.08,190.36,150.03
NBPF11,336.2,360.8,386.42,327.5,297.93,309.1,285.55,322.32,254.16,239.26,334.86,315.62
SPTY2D1,51.99,58.55,53.01,65.97,104.11,122.38,107.79,89.95,122.7,193.69,138.95,103.32
SCAMP1,286.4,250.02,315.85,287.11,254.72,194.11,220.31,193.39,311.13,234.71,269.55,283.07
TLR9,51.36,63.3,59.91,60.59,113.28,133.98,112.52,142.42,113.94,191.41,115.32,121.72
HTR2C,59.15,56.97,59.59,53.18,143.4,128.7,128.59,142.42,148.99,157.23,137.56,130.21
PTX4,41.71,47.47,45.17,48.81,104.77,101.28,100.23,106.44,92.02,170.9,151.45,99.07
OAT,52.3,61.72,40.15,51.83,134.89,124.48,134.26,136.42,135.85,159.51,101.43,87.75
TEPSIN,89.34,82.29,87.2,108.05,149.95,138.2,140.88,136.42,162.14,234.71,143.11,127.38
ACTN3,45.14,63.3,52.07,44.43,91.02,100.22,100.23,110.94,78.88,195.97,106.99,110.4
PPIE,171.53,180.4,175.02,202.96,263.23,276.4,272.31,226.37,192.81,157.23,182.02,202.39
ACSL1,72.22,71.21,56.46,107.04,118.52,143.47,115.35,100.44,179.67,193.69,120.88,133.04
RASSF7,67.55,55.39,66.49,67.65,115.9,108.66,119.14,113.94,166.52,193.69,105.6,93.41
APCDD1L,61.95,55.39,58.65,63.28,116.55,132.92,121.97,116.93,153.37,184.58,134.78,111.81
FSTL1,200.48,194.64,164.04,139.68,106.08,105.5,107.79,124.43,166.52,205.08,116.71,87.75
MRS2,59.15,72.79,74.02,67.99,121.14,127.65,119.14,92.95,61.35,205.08,126.44,96.24
RRP9,93.39,88.62,93.78,128.91,173.52,155.08,158.85,145.42,144.61,239.26,132,125.97
PDE11A,44.83,36.4,55.2,48.81,131.62,121.32,101.17,107.94,162.14,143.56,97.26,108.98
CSKMT,52.3,63.3,59.91,66.64,128.34,130.81,133.32,125.93,113.94,186.85,138.95,137.29
FBXO31,61.01,58.55,53.32,67.32,125.72,150.86,128.59,151.41,131.46,159.51,111.16,155.69
KLHL36,48.25,56.97,53.64,51.83,118.52,111.83,111.57,92.95,122.7,189.13,104.21,128.8
PLEKHG5,58.52,53.8,46.73,62.61,114.59,113.94,108.74,115.43,153.37,180.02,125.05,123.14
KIAA0513,52.61,45.89,52.07,61.6,112.63,133.98,113.46,101.94,122.7,189.13,100.04,89.17
CNR1,47.32,50.64,56.14,49.48,148.64,133.98,134.26,133.42,140.23,143.56,112.55,110.4
MYEF2,310.68,314.9,309.26,358.47,307.76,289.06,295,268.35,210.34,214.2,286.23,283.07
NFATC3,126.7,120.27,115.74,129.92,189.89,203.61,233.54,218.88,192.81,207.36,176.46,193.9
LGALSL,89.03,75.96,87.82,87.85,94.29,98.11,85.1,95.95,157.76,223.31,116.71,116.06
CDK5RAP2,129.19,121.85,143.03,124.87,210.85,205.72,206.12,185.89,153.37,205.08,188.97,250.52
IRF2BP2,224.45,248.44,317.11,255.81,182.69,224.71,174.92,203.88,236.64,193.69,187.58,178.33
CAPN15,240.63,261.1,246.22,248.74,187.93,139.25,166.41,148.42,223.49,193.69,169.51,198.15
ATP6V1E2,65.06,79.12,74.65,63.28,129,141.36,128.59,115.43,140.23,209.64,130.61,120.3
SKIL,106.78,140.84,139.89,127.57,148.64,169.85,165.47,158.91,223.49,223.31,170.9,242.02
CR1L,96.19,90.2,105.7,81.45,128.34,147.69,126.7,119.93,144.61,241.54,143.11,138.7
XAGE3,57.59,58.55,59.28,61.93,117.86,121.32,140.88,119.93,135.85,170.9,123.66,164.18
C6orf141,33.31,82.29,39.21,47.8,86.43,85.45,95.5,104.94,118.32,191.41,83.37,86.34
PUS10,66.62,49.06,63.04,51.83,98.22,101.28,90.77,103.44,148.99,195.97,94.48,94.83
KLF13,98.06,147.17,91.27,89.87,132.92,132.92,138.99,164.91,179.67,234.71,130.61,107.57
NOTUM,83.43,85.45,85.31,91.55,151.26,136.09,151.28,152.91,131.46,216.48,163.96,169.84
VPS26C,91.83,99.69,94.1,96.6,168.28,181.45,170.19,139.42,205.96,161.79,150.06,196.73
PMS2,114.87,109.19,113.86,121.85,189.24,210.99,192.89,218.88,188.43,191.41,198.69,185.41
ABCA2,67.86,55.39,80.3,64.96,123.1,128.7,124.81,128.93,118.32,193.69,143.11,159.93
NIT1,213.55,207.3,202.31,163.25,129,107.61,113.46,131.93,135.85,186.85,113.94,104.74
MTRF1,74.4,77.54,89.71,87.18,150.6,164.57,153.17,169.4,170.9,195.97,144.5,133.04
ENPP1,98.37,94.95,93.16,74.05,129.65,150.86,151.28,125.93,175.29,205.08,170.9,182.58
FOSL2,116.43,134.51,126.72,137.33,186.62,195.17,183.43,206.88,254.16,211.92,202.86,195.32
OR56A4,56.35,61.72,69,75.06,138.16,147.69,121.03,131.93,118.32,195.97,104.21,137.29
OR1E1,48.87,41.14,45.17,53.52,108.04,113.94,113.46,89.95,148.99,168.62,119.49,96.24
OR2L2,46.38,26.9,41.09,59.24,91.02,90.73,106.84,103.44,96.41,184.58,111.16,93.41
CPEB1,47.01,31.65,49.24,53.18,98.87,124.48,100.23,136.42,122.7,168.62,81.98,96.24
SSNA1,324.06,265.85,296.72,304.95,335.91,337.59,344.17,353.8,262.93,211.92,297.34,331.19
DYRK4,75.33,52.22,81.86,86.17,123.1,125.54,111.57,125.93,162.14,207.36,137.56,106.15
WWTR1,63.5,74.37,63.67,60.59,132.27,106.55,128.59,128.93,166.52,184.58,145.89,111.81
KRTAP2-3,56.66,61.72,57.4,53.85,119.17,126.59,116.3,89.95,122.7,193.69,132,114.64
ZNF609,312.23,325.98,346.59,304.95,246.21,264.79,265.69,304.33,284.84,191.41,279.28,250.52
CDH7,60.7,56.97,62.1,56.88,117.86,141.36,114.41,139.42,100.79,193.69,109.77,107.57
UBE2D1,124.21,112.35,126.4,122.86,138.16,141.36,149.39,169.4,148.99,264.33,104.21,131.63
TM2D3,230.98,237.37,249.67,233.59,219.36,225.76,240.16,239.86,249.78,373.71,212.59,243.44
EXOC4,238.14,231.04,243.08,227.53,154.53,184.62,148.45,184.4,118.32,145.84,209.81,169.84
RFPL2,63.82,63.3,62.1,66.98,112.63,143.47,102.12,128.93,135.85,200.53,123.66,117.47
GOLGA8J,56.35,47.47,66.18,58.23,114.59,112.88,116.3,122.93,122.7,189.13,137.56,131.63
PCDH15,64.44,71.21,65.55,98.96,122.45,149.8,104.01,136.42,148.99,205.08,129.22,145.78
SLC16A12,52.92,53.8,62.42,55.2,127.69,127.65,135.21,127.43,87.64,157.23,137.56,159.93
CREBL2,208.26,147.17,209.52,206.33,182.03,212.05,195.72,197.89,210.34,325.86,190.36,225.04
MINDY2,64.13,72.79,73.08,58.9,113.94,121.32,115.35,131.93,162.14,195.97,141.72,106.15
SOX2,42.96,85.45,59.59,73.71,103.46,133.98,107.79,134.92,127.08,200.53,129.22,99.07
KDF1,49.19,47.47,58.34,50.49,129,127.65,121.03,106.44,127.08,182.3,97.26,101.9
ZMAT1,166.23,145.58,223.01,158.53,121.14,130.81,101.17,112.44,74.5,189.13,102.82,117.47
TMEM240,79.38,68.04,73.4,69,119.83,149.8,111.57,161.91,131.46,195.97,155.62,131.63
CLRN2,57.28,61.72,57.09,59.24,117.86,113.94,126.7,136.42,162.14,170.9,143.11,118.89
KCNG1,43.58,52.22,42.97,76.41,98.87,106.55,94.55,109.44,118.32,198.25,98.65,87.75
COL1A1,43.58,155.08,48.62,58.57,96.91,109.72,101.17,127.43,153.37,170.9,93.09,94.83
AZU1,39.85,55.39,43.91,50.15,111.97,128.7,106.84,109.44,131.46,173.18,120.88,107.57
C3orf38,206.08,210.46,198.86,209.36,258.65,328.09,286.49,308.82,267.31,255.22,248.71,266.09
ACSL4,302.58,281.67,270.37,350.05,252.1,295.39,242.05,320.82,311.13,205.08,261.22,227.87
DNASE2,73.16,75.96,75.9,70.35,142.75,144.53,160.74,116.93,166.52,177.74,155.62,159.93
DDX24,247.79,251.61,238.38,281.39,272.4,290.11,277.98,275.84,280.46,141.28,213.98,229.29
SYNPO,94.01,112.35,79.04,79.44,122.45,155.08,129.54,145.42,192.81,200.53,170.9,169.84
CATSPER4,56.03,66.46,58.03,40.73,95.6,105.5,109.68,110.94,127.08,195.97,122.27,86.34
NBDY,193.32,174.07,185.68,247.39,257.99,278.51,258.13,283.34,223.49,154.95,218.14,213.72
PBLD,51.99,69.63,61.79,54.19,121.14,93.89,117.24,110.94,70.11,191.41,145.89,86.34
SEMA4F,87.16,83.87,84.69,84.15,157.81,147.69,156.96,143.92,201.58,184.58,166.73,130.21
NXPE3,72.22,60.13,79.35,86.5,115.25,138.2,114.41,121.43,65.73,209.64,112.55,140.12
CNTN1,42.96,68.04,38.58,45.78,99.53,99.17,106.84,92.95,122.7,191.41,91.7,82.09
GGH,211.68,234.2,210.78,233.26,267.16,242.64,263.8,281.84,148.99,173.18,282.06,257.59
SIAE,79.69,82.29,83.12,76.74,125.07,152.97,166.41,130.43,162.14,209.64,118.1,137.29
OR2M2,59.46,45.89,50.81,80.11,115.25,114.99,102.12,118.43,118.32,202.81,108.38,108.98
HOMER3,171.21,231.04,158.08,160.89,204.3,267.96,210.85,295.33,175.29,209.64,191.74,200.98
DHRSX,67.24,79.12,52.69,64.29,99.53,102.33,117.24,109.44,140.23,209.64,86.15,97.66
MRPL22,209.5,164.57,223.64,180.75,299.24,171.96,246.78,167.9,249.78,170.9,191.74,222.21
CRBN,131.37,120.27,131.42,111.75,171.56,183.56,148.45,160.41,241.02,202.81,215.37,208.06
CDC40,275.81,170.9,245.28,195.22,147.33,164.57,126.7,166.41,214.72,207.36,169.51,195.32
PGAP2,223.82,207.3,232.73,233.93,141.44,154.02,123.86,128.93,179.67,125.33,188.97,174.09
PPP1R13B,67.55,64.88,78.41,71.36,125.72,125.54,132.37,109.44,201.58,166.35,137.56,121.72
SPINT2,60.7,80.7,60.54,77.75,119.17,108.66,123.86,127.43,162.14,193.69,157.01,133.04
ADGRB3,89.34,107.61,83.75,117.13,178.76,90.73,173.03,100.44,166.52,209.64,127.83,108.98
BRF2,108.95,106.02,101.31,125.88,150.6,162.46,130.48,202.39,192.81,157.23,202.86,220.79
DPYSL5,129.19,93.36,93.78,190.85,181.38,173.01,195.72,182.9,105.17,202.81,123.66,125.97
ENTPD5,71.29,45.89,69,61.6,116.55,145.58,110.63,122.93,148.99,191.41,109.77,107.57
RMDN2,127.63,94.95,137.07,122.52,183.34,178.29,188.16,164.91,184.05,243.82,209.81,195.32
ZNF775,95.88,115.52,98.49,110.06,187.27,159.3,166.41,148.42,175.29,241.54,138.95,147.2
TREX2,63.5,53.8,64.93,66.64,113.94,116.05,98.33,100.44,127.08,209.64,86.15,106.15
GPR176,73.78,52.22,62.73,52.84,119.17,117.1,121.03,110.94,122.7,200.53,134.78,111.81
FBXO41,68.17,64.88,75.59,106.7,127.69,159.3,127.65,128.93,157.76,205.08,155.62,125.97
SLC35F2,97.13,106.02,82.81,117.13,163.7,179.34,186.27,176.9,179.67,175.46,179.24,210.89
